Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
d641404a30543327f5abcf0c16c3f389ed57b978,Ran fix-formatting from Makefile to reformat boxmot code.,8929ab08db7913ba8b0e47a3412146877fa3fa7e,False,boxmot/__init__.py;boxmot/appearance/__init__.py;boxmot/appearance/backbones/__init__.py;boxmot/appearance/backbones/attention.py;boxmot/appearance/backbones/bnneck.py;boxmot/appearance/backbones/densenet.py;boxmot/appearance/backbones/hacnn.py;boxmot/appearance/backbones/inceptionresnetv2.py;boxmot/appearance/backbones/inceptionv4.py;boxmot/appearance/backbones/lmbn_n.py;boxmot/appearance/backbones/mlfn.py;boxmot/appearance/backbones/mobilenetv2.py;boxmot/appearance/backbones/mudeep.py;boxmot/appearance/backbones/nasnet.py;boxmot/appearance/backbones/osnet.py;boxmot/appearance/backbones/osnet_ain.py;boxmot/appearance/backbones/pcb.py;boxmot/appearance/backbones/resnet.py;boxmot/appearance/backbones/resnet_ibn_a.py;boxmot/appearance/backbones/resnet_ibn_b.py;boxmot/appearance/backbones/resnetmid.py;boxmot/appearance/backbones/senet.py;boxmot/appearance/backbones/shufflenet.py;boxmot/appearance/backbones/shufflenetv2.py;boxmot/appearance/backbones/squeezenet.py;boxmot/appearance/backbones/xception.py;boxmot/appearance/reid_export.py;boxmot/appearance/reid_model_factory.py;boxmot/appearance/reid_multibackend.py;boxmot/motion/adapters/__init__.py;boxmot/motion/adapters/botsort_kf_adapter.py;boxmot/motion/adapters/bytetrack_kf_adapter.py;boxmot/motion/adapters/ocsort_kf_adapter.py;boxmot/motion/adapters/strongsort_kf_adapter.py;boxmot/motion/kalman_filter.py;boxmot/tracker_zoo.py;boxmot/trackers/__init__.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/__init__.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/deepocsort/embedding.py;boxmot/trackers/ocsort/ocsort.py;boxmot/trackers/strongsort/sort/detection.py;boxmot/trackers/strongsort/sort/iou_matching.py;boxmot/trackers/strongsort/sort/linear_assignment.py;boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py;boxmot/trackers/strongsort/strong_sort.py;boxmot/utils/__init__.py;boxmot/utils/association.py;boxmot/utils/checks.py;boxmot/utils/cmc.py;boxmot/utils/gmc.py;boxmot/utils/matching.py;boxmot/utils/ops.py;boxmot/utils/preprocessing.py;boxmot/utils/torch_utils.py
acc25b0ad89650e0d8f5da73ef722fddb5ddc8ce,"Reintroduced KF adapters, added Makefile to easier run tests and linting check/fix, added pre-commit hooks.",a24c5284d3ea0bbddd05c006f6f36caea1329816;1e73782bbfaaec972a8eaf47b3358d41c3ed83c3,True,boxmot/__init__.py;boxmot/appearance/__init__.py;boxmot/appearance/backbones/__init__.py;boxmot/appearance/backbones/attention.py;boxmot/appearance/backbones/bnneck.py;boxmot/appearance/backbones/densenet.py;boxmot/appearance/backbones/hacnn.py;boxmot/appearance/backbones/inceptionresnetv2.py;boxmot/appearance/backbones/inceptionv4.py;boxmot/appearance/backbones/lmbn_n.py;boxmot/appearance/backbones/mlfn.py;boxmot/appearance/backbones/mobilenetv2.py;boxmot/appearance/backbones/mudeep.py;boxmot/appearance/backbones/nasnet.py;boxmot/appearance/backbones/osnet.py;boxmot/appearance/backbones/osnet_ain.py;boxmot/appearance/backbones/pcb.py;boxmot/appearance/backbones/resnet.py;boxmot/appearance/backbones/resnet_ibn_a.py;boxmot/appearance/backbones/resnet_ibn_b.py;boxmot/appearance/backbones/resnetmid.py;boxmot/appearance/backbones/senet.py;boxmot/appearance/backbones/shufflenet.py;boxmot/appearance/backbones/shufflenetv2.py;boxmot/appearance/backbones/squeezenet.py;boxmot/appearance/backbones/xception.py;boxmot/appearance/reid_export.py;boxmot/appearance/reid_model_factory.py;boxmot/appearance/reid_multibackend.py;boxmot/motion/adapters/__init__.py;boxmot/motion/adapters/botsort_kf_adapter.py;boxmot/motion/adapters/bytetrack_kf_adapter.py;boxmot/motion/adapters/ocsort_kf_adapter.py;boxmot/motion/adapters/strongsort_kf_adapter.py;boxmot/motion/botsort_kf.py;boxmot/motion/bytetrack_kf.py;boxmot/motion/deepocsort_kf.py;boxmot/motion/kalman_filter.py;boxmot/motion/ocsort_kf.py;boxmot/motion/strongsort_kf.py;boxmot/tracker_zoo.py;boxmot/trackers/__init__.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/__init__.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/deepocsort/embedding.py;boxmot/trackers/ocsort/ocsort.py;boxmot/trackers/strongsort/sort/detection.py;boxmot/trackers/strongsort/sort/iou_matching.py;boxmot/trackers/strongsort/sort/linear_assignment.py;boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py;boxmot/trackers/strongsort/strong_sort.py;boxmot/utils/__init__.py;boxmot/utils/association.py;boxmot/utils/checks.py;boxmot/utils/cmc.py;boxmot/utils/gmc.py;boxmot/utils/matching.py;boxmot/utils/ops.py;boxmot/utils/preprocessing.py;boxmot/utils/torch_utils.py
8f1a080d3d3f6d157f08c409a88be0187867a7cb,Fixed missing import of from PerClassDecorator,6aa1b2f4d9372e2a948883fa7a2a3f2591f892c6,False,boxmot/trackers/deepocsort/deep_ocsort.py
779ec8476f8aa06581ea25832d30b436522be398,Fixed strongsort test to include gating metric in coverage,96a17ac0d35b92435654e53167d9ac3c1f6edfa7,False,boxmot/motion/adapters/strongsort_kf_adapter.py;boxmot/trackers/strongsort/sort/linear_assignment.py;tests/test_python.py
579ad98cf7fd0aeeee682cd36cc93f92fe790255,fix imports,a279e3553208de1bdf8b5f53974793aee6f9fe89,False,tests/test_python.py
a41dbaa753d113cb9fbf6bf95d9e0c04b67d8a81,fix imports,579ad98cf7fd0aeeee682cd36cc93f92fe790255,False,tests/test_python.py
87bae3b4fcfb9402739ed029637cfc1febbdaa1a,fix pip install bug,cc6fa37354412d7ffa5afb8027613ff4cb20d02a,False,boxmot/utils/checks.py
8c515f8f4922dfaa26c12e544d9a591989922070,"Merge pull request #1004 from mikel-brostrom/fix-parallel-multi-seq-val

Fix parallel multi seq val",b94c82e84524c51ac714e11b9c88156d19657c7d;7dbd638ea85e299e7b7e9f55123862eb6924fb7a,True,examples/detectors/strategy/yolox.py;examples/evolve.py;examples/track.py;examples/val.py
e64a8b453412872f4cf1f034e1c23b57e0b80bd5,"Merge pull request #1010 from apperception-db/fix-ecc-redundancy

Fix ECC Redundancy in StrongSORT",b3848b32968b1a07b1c78e29c5de8e601ded3b54;75a3ca3e9f2fa827f3205e0ccf57bc2d7ca79631,True,boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py
f8ac4bd58d019308785ebc8789cef3fa2a758660,fix orb output,1b5b854c2a45e6b423ef871d5e573823308dd6cc,False,boxmot/motion/cmc/orb.py
40d3e2a76bde7f3eb2c12f380e11a84d20c2008e,fix orb output,f8ac4bd58d019308785ebc8789cef3fa2a758660,False,boxmot/motion/cmc/orb.py
9dce7df2e338e33795b0fe3c42180fd1d29c977f,fix orb output,40d3e2a76bde7f3eb2c12f380e11a84d20c2008e,False,boxmot/motion/cmc/orb.py
f9c63d1be309aeed8259a7c4d068b52bd1a1d507,fix evolve crash,9ade6981c9adbcfab65b3de5dc75c27342c2b682,False,examples/evolve.py;examples/val.py
ab4c5cfb5947113bf632d848f56c72fd31875b2c,fix save paths,1eddae6ab2e52b97b110216295e333c71510aa59,False,boxmot/motion/cmc/ecc.py;boxmot/motion/cmc/sift.py;boxmot/motion/cmc/sof.py
fee1be04c149fced4f48e807e12efee554a1cb7f,"Merge pull request #1017 from mikel-brostrom/cmc-cleanup

fix save paths",e5ccb95eec5ad1b9a094ffc6944c1adc3e0ec0c1;ab4c5cfb5947113bf632d848f56c72fd31875b2c,True,boxmot/motion/cmc/ecc.py;boxmot/motion/cmc/sift.py;boxmot/motion/cmc/sof.py
124402cdde6ac04039b9c41485904d6888ebb5f2,"Merge pull request #1018 from mikel-brostrom/fix-yolox-yolonas-autoinstall

htop now thop",fee1be04c149fced4f48e807e12efee554a1cb7f;13a51e70e4402a575875c91dcd9bdfa6232b5d04,True,examples/detectors/__init__.py
275e2532fc975841df9625eaa45c21552088d015,fix case when no cmc keypoints are found,a387a2a66d4292da09a0748a7e38140c7da3e116,False,boxmot/motion/cmc/sof.py
cdc13ca3a2a27366f38400f74d872b403af89a92,fix deepocsort asso bug,93d5f6a8e84091811ccedac6391119a2a3492674,False,boxmot/utils/association.py
c2502c0c358776adc472c15ddded3623b2f0fa09,fix deepocsort asso bug,cdc13ca3a2a27366f38400f74d872b403af89a92,False,boxmot/utils/association.py
22d4dd000c8df42477806f548aedc1fb7bb386b3,"Merge pull request #1019 from mikel-brostrom/fix-association-crash

Fix association crash",124402cdde6ac04039b9c41485904d6888ebb5f2;c2502c0c358776adc472c15ddded3623b2f0fa09,True,boxmot/motion/cmc/ecc.py;boxmot/motion/cmc/sof.py;boxmot/utils/association.py
39a7933bf667ee7e96fc58cac9438ae7ecfad575,move kfs to folder and fix imports,124402cdde6ac04039b9c41485904d6888ebb5f2,False,boxmot/motion/kalman_filters/adapters/__init__.py;boxmot/motion/kalman_filters/adapters/botsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/bytetrack_kf_adapter.py;boxmot/motion/kalman_filters/adapters/ocsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/strongsort_kf_adapter.py;boxmot/motion/kalman_filters/kalman_filter.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py
ea6b540abd847d6857b0ab5b7ea67bfe04375f07,"Merge pull request #1022 from mikel-brostrom/move-kfs-to-folder

move kfs to folder and fix imports",9039dd89a7f279cfdd7473a6ab4a5e483b2c3d71;39a7933bf667ee7e96fc58cac9438ae7ecfad575,True,boxmot/motion/cmc/ecc.py;boxmot/motion/cmc/sof.py;boxmot/motion/kalman_filters/adapters/__init__.py;boxmot/motion/kalman_filters/adapters/botsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/bytetrack_kf_adapter.py;boxmot/motion/kalman_filters/adapters/ocsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/strongsort_kf_adapter.py;boxmot/motion/kalman_filters/kalman_filter.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py;boxmot/utils/association.py
0a81844d2fdabe758097ede5fe8497b01a8a017a,fix imports,818150b3c64bec5d0e70309eafd81decc9f288a4,False,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py;boxmot/utils/association.py
fef905274aa8fa974f37b1820eb8f1e99c029575,fix imports,0a81844d2fdabe758097ede5fe8497b01a8a017a,False,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py
21f3af4fb47a4ed8987053ed7e71bf17b97b18d2,fix import,612a43605e3429903a1e0575f505854acb6363e3,False,boxmot/trackers/strongsort/sort/track.py
8fb5b44481119f68921fcc5ab57718488814d50f,fix,a8a73b20de4c491694ba7a5303c045fd4ad12963,False,examples/detectors/yolo_interface.py
fa8886a5b5b0fd13b77f524e7add7c7722e768f5,"Merge pull request #1035 from mikel-brostrom/scale-n-clip-refactor

fix",13099e7b64886dfd57bb7db64028fabe20212af6;8fb5b44481119f68921fcc5ab57718488814d50f,True,examples/detectors/yolo_interface.py
b06a5a7e8cab70e72b469e7f420cfc2a010568bd,fix,fa8886a5b5b0fd13b77f524e7add7c7722e768f5,False,boxmot/postprocessing/gsi.py
fb85029e93c4b706c85c9665285276e87f08de05,"Merge pull request #1037 from mikel-brostrom/add-main-to-gsi

fix",fa8886a5b5b0fd13b77f524e7add7c7722e768f5;b06a5a7e8cab70e72b469e7f420cfc2a010568bd,True,boxmot/postprocessing/gsi.py
c86da7446b2babc0aa6de42874277c3cabeb3a44,hotfix,261acbca37350f21a876d7495526261ac5863d79,False,boxmot/postprocessing/__init__.py
3dd4023f9e1d437f246a370960f5691b6c3cd02f,fix,f17a2d70e3858c60fb9e064c57e57520efa55572,False,boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
2d0d13f77e828aa2db633151f3ef605541cd8aeb,"Merge pull request #1039 from mikel-brostrom/clip-reid-fix

Clip reid fix",ad044bd150b5b2ab00a91eb200d1dc0a12f0eed1;c8964d192aa48f40233eb2262beca6f0ee8cdcdf,True,boxmot/__init__.py;boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
686d9b845e020500e4a650d069d5cb6658296b4a,"Revert ""Clip reid fix""",2d0d13f77e828aa2db633151f3ef605541cd8aeb,False,boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
d683767c077b416201ab309e87a0c7374b241ea6,"Merge pull request #1040 from mikel-brostrom/revert-1039-clip-reid-fix

Revert ""Clip reid fix""",2d0d13f77e828aa2db633151f3ef605541cd8aeb;686d9b845e020500e4a650d069d5cb6658296b4a,True,boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
b21f3a42fde5facc098a5586f6c5ae8f740dd710,Merge branch 'master' of https://github.com/mikel-brostrom/yolo_tracking into clip-reid-fix,c9d4a911524d637adb15b1d98398bf5ddff4225d;d683767c077b416201ab309e87a0c7374b241ea6,True,boxmot/__init__.py;boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
18fb731aff927484d47b7c09880147916f9aaf86,fix path,93239e05be54c9d0119f91a5d90b917942f614e8,False,boxmot/appearance/backbones/clip/clip/simple_tokenizer.py
e3d200c7e8d72f67fafdad8d6ed9380d8aee38d0,fix gsi testä,807aea3a3e29ee694f462697ff6071c1b2a2afac,False,tests/test_python.py
dddf3df1af2d12c5321f9b3c6de9e91329e042c6,fix model paths,c3ac005c31366c71c7d33329e87e9e215cf9f871,False,boxmot/appearance/backbones/clip/make_model.py
f6c9ef30c17b8f9d0ba0041631fce86330fee645,fix model paths,dddf3df1af2d12c5321f9b3c6de9e91329e042c6,False,boxmot/appearance/backbones/clip/make_model.py
1ccbac452a8fb03208ec9424f3c3fc914d6c4a73,"Merge pull request #1041 from mikel-brostrom/clip-reid-fix

fix clip  reid",d683767c077b416201ab309e87a0c7374b241ea6;d8e951d30b14ae4988145095030c5aaf2e2f42e7,True,boxmot/appearance/backbones/clip/clip/simple_tokenizer.py;boxmot/appearance/backbones/clip/make_model.py;boxmot/appearance/backbones/clip/make_model_clipreid.py;tests/test_python.py
ab9f16a782f12fe1594c6d320ab5c81681064d7e,fix https://github.com/mikel-brostrom/yolo_tracking/issues/1044\#issuecomment-1659640316,90ec6c9e76849b49d51967c748aef8f66e803f31,False,examples/detectors/yolo_interface.py
39a1481bb654537256bca0bb490e9daab296c35a,add error mesage for when inference mode cannot be infered from yolo model name,2c05ec1a549754db47e4b4ef6df48d9fab635f50,False,examples/detectors/__init__.py
8661f7bf116deb5c0d4fb28460174383215e8639,fix evaluation,4805486e4cad97ebc12ddb93daf09d025baecd60,False,examples/track.py;examples/val.py
af327d48aa6bd84f60cf1059f09499014e4e3eff,fix install,8661f7bf116deb5c0d4fb28460174383215e8639,False,examples/track.py
e7861ffeb39dce6e01c2721fe57ee10b027ea1da,fix import,09abf631c30af268db6768c5a44070fdc1a31e07,False,examples/detectors/yolox.py
50a925314f570cf1a0ef772e17861708f05a623f,fix install,2ce09cfb4e5095454c8b09667928ea997b39afb1,False,boxmot/appearance/reid_export.py
c8374172440ac9b4cae88280b6e9676ab78caa5c,fix,68c03b4308edea1c8693b271873d0688028ce012,False,boxmot/appearance/reid_multibackend.py
27f0d21abcfba4a16a7eb563743ae39453f909a3,fix,c8374172440ac9b4cae88280b6e9676ab78caa5c,False,boxmot/appearance/reid_multibackend.py
8e6d5acdc237ecd3bf6f112a2502b487df245382,fix,71a61b156d4f85a0672f6c11d6698ad835bd5cbe,False,boxmot/appearance/reid_multibackend.py
d603678081e58fb2d8fa0767361ee3f92c9ff7bf,fix bugs,a0540c23fcaa44ae3c6943663811592ca6289074,False,boxmot/trackers/bytetrack/byte_tracker.py
65ee1c0a205b294aabbc6c668636f2c6661f44be,fix,1aa5670028dfb7553d7cc458cc0470aa1cf86e6b,False,boxmot/appearance/reid_multibackend.py
7b9436ec9f1c7dd8d8edb5941936a310dae7d416,temporary fix,304d21cddd470b56c6355ae0409a00bff6d35e92,False,boxmot/appearance/reid_export.py
5e2f252bc5fcb98efe6deab84eee55891c6b8f9f,fix,d72a59f97faa3bff0fc2ed5447af62c3482ef05c,False,boxmot/appearance/reid_export.py
23ec159ad81318779b939af011e3eb979ad16520,fix,5e2f252bc5fcb98efe6deab84eee55891c6b8f9f,False,boxmot/appearance/reid_export.py
111d7eb3c42e0375b09b1b7fcd0133ef5912e717,fix dynamic model bug,23ec159ad81318779b939af011e3eb979ad16520,False,boxmot/appearance/reid_export.py;boxmot/appearance/reid_multibackend.py;tests/test_exports.py
96db3f3404266664cd0d7350ef58dd230b87a441,fix tflite cmd,111d7eb3c42e0375b09b1b7fcd0133ef5912e717,False,boxmot/appearance/reid_export.py
5aff0ee7251a1e40df52198bf0198f2298599c9e,fix tflite dynamic batch inference,fd27950a5c5cb1cb8798dfa3f070b696fd55da12,False,boxmot/appearance/reid_multibackend.py
332da01bf0f7e45f1608d8504e8c4669fff93577,"Merge pull request #1057 from mikel-brostrom/fix-tflite-batched-inference

fix tflite dynamic batch inference",fd27950a5c5cb1cb8798dfa3f070b696fd55da12;0a212d87130b36c197cc5a10dcdac0e1c33d02ff,True,boxmot/appearance/reid_multibackend.py;setup.py;tests/test_exports.py
67f1aa762016336b29fc3dc2055e9098527a3e62,Merge branch 'master' of https://github.com/mikel-brostrom/yolo_tracking into fix-strong-sort,a609e194de2fbc9de27bbf7b161042c104515edf;752ab196a3f25c73cfd91c7ac5c5b94275c801d6,True,boxmot/__init__.py;boxmot/appearance/__init__.py;boxmot/appearance/backbones/__init__.py;boxmot/appearance/backbones/clip/__init__.py;boxmot/appearance/backbones/clip/clip/__init__.py;boxmot/appearance/backbones/clip/clip/clip.py;boxmot/appearance/backbones/clip/clip/model.py;boxmot/appearance/backbones/clip/clip/simple_tokenizer.py;boxmot/appearance/backbones/clip/config/__init__.py;boxmot/appearance/backbones/clip/config/defaults.py;boxmot/appearance/backbones/clip/config/defaults_base.py;boxmot/appearance/backbones/clip/make_model.py;boxmot/appearance/backbones/clip/make_model_clipreid.py;boxmot/appearance/backbones/densenet.py;boxmot/appearance/backbones/hacnn.py;boxmot/appearance/backbones/inceptionresnetv2.py;boxmot/appearance/backbones/inceptionv4.py;boxmot/appearance/backbones/lmbn/attention.py;boxmot/appearance/backbones/lmbn/bnneck.py;boxmot/appearance/backbones/lmbn/lmbn_n.py;boxmot/appearance/backbones/mlfn.py;boxmot/appearance/backbones/mobilenetv2.py;boxmot/appearance/backbones/mudeep.py;boxmot/appearance/backbones/nasnet.py;boxmot/appearance/backbones/osnet.py;boxmot/appearance/backbones/osnet_ain.py;boxmot/appearance/backbones/pcb.py;boxmot/appearance/backbones/resnet.py;boxmot/appearance/backbones/resnet_ibn_a.py;boxmot/appearance/backbones/resnet_ibn_b.py;boxmot/appearance/backbones/resnetmid.py;boxmot/appearance/backbones/senet.py;boxmot/appearance/backbones/shufflenet.py;boxmot/appearance/backbones/shufflenetv2.py;boxmot/appearance/backbones/squeezenet.py;boxmot/appearance/backbones/xception.py;boxmot/appearance/reid_export.py;boxmot/appearance/reid_model_factory.py;boxmot/appearance/reid_multibackend.py;boxmot/configs/__init__.py;boxmot/motion/__init__.py;boxmot/motion/cmc/__init__.py;boxmot/motion/cmc/cmc_interface.py;boxmot/motion/cmc/ecc.py;boxmot/motion/cmc/orb.py;boxmot/motion/cmc/sift.py;boxmot/motion/cmc/sof.py;boxmot/motion/kalman_filters/__init__.py;boxmot/motion/kalman_filters/adapters/__init__.py;boxmot/motion/kalman_filters/adapters/botsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/bytetrack_kf_adapter.py;boxmot/motion/kalman_filters/adapters/ocsort_kf_adapter.py;boxmot/motion/kalman_filters/adapters/strongsort_kf_adapter.py;boxmot/motion/kalman_filters/kalman_filter.py;boxmot/postprocessing/__init__.py;boxmot/postprocessing/gsi.py;boxmot/tracker_zoo.py;boxmot/trackers/__init__.py;boxmot/trackers/botsort/__init__.py;boxmot/trackers/botsort/basetrack.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/__init__.py;boxmot/trackers/bytetrack/basetrack.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/__init__.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/deepocsort/embedding.py;boxmot/trackers/ocsort/__init__.py;boxmot/trackers/ocsort/ocsort.py;boxmot/trackers/strongsort/__init__.py;boxmot/trackers/strongsort/sort/__init__.py;boxmot/trackers/strongsort/sort/detection.py;boxmot/trackers/strongsort/sort/iou_matching.py;boxmot/trackers/strongsort/sort/linear_assignment.py;boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py;boxmot/trackers/strongsort/strong_sort.py;boxmot/utils/__init__.py;boxmot/utils/association.py;boxmot/utils/checks.py;boxmot/utils/iou.py;boxmot/utils/matching.py;boxmot/utils/ops.py;boxmot/utils/torch_utils.py;examples/detectors/__init__.py;examples/detectors/yolo_interface.py;examples/detectors/yolonas.py;examples/detectors/yolov8.py;examples/detectors/yolox.py;examples/evolve.py;examples/track.py;examples/utils.py;examples/val.py;setup.py;tests/test_exports.py
621d3620c931ad75ba514ba81b977452e5774c61,fix formating,52dedbe328e79cf5c3152a1a6326598e8b66e1c1,False,boxmot/trackers/strongsort/sort/tracker.py
547ee6fc0f0bbf1d7aca506ebd5ba746c679f326,"Merge pull request #1054 from mikel-brostrom/fix-strong-sort

Clean up strong sort",15933bd6721585c09196ea649917081cb23a9331;bd2affdfec2f6bbc154d1538430704ccf73119a5,True,boxmot/appearance/reid_multibackend.py;boxmot/tracker_zoo.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/strongsort/sort/detection.py;boxmot/trackers/strongsort/sort/linear_assignment.py;boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py;boxmot/trackers/strongsort/strong_sort.py;boxmot/utils/ops.py;examples/track.py;tests/test_python.py
1ac61a06b4757268fac76641e9b1bfe5466be2e7,fix save passing to subprocess,1534d108a57c1e8c94678064976bb00d569927b5,False,examples/val.py
f9e25d9143c5ecfd4ad5da2be6646a6c65028425,fix evolve,1ac61a06b4757268fac76641e9b1bfe5466be2e7,False,examples/evolve.py
4fd378082472aed3c44b76b6cced98079f31b245,"Merge pull request #1061 from mikel-brostrom/fix-save

use args to yolo, delete later internal yolo args modifications",032a16bb427414ce3fa0997e13d004a3cfda0612;f9e25d9143c5ecfd4ad5da2be6646a6c65028425,True,examples/evolve.py;examples/track.py;examples/val.py
2e5bc899dbae4b18f51d40b0d791f52d8f89af8c,fix botsort with new det feature extraction,89cc9a8278f5c73da7db27554fa052446d62f36e,False,boxmot/trackers/botsort/bot_sort.py
4c317ca7b3e2910588ef64f2dea82e17676dfc84,"FIX: resize in cv2 is w, h; in torchvision h, w",2b61f62dd1b01324aa3432e3465f64475b25aef3,False,boxmot/appearance/reid_multibackend.py
baac1387cfc0c72a138768606879360b15398385,fix list out of ranfge,6afb31b73704c56944bd3e713001a3300a35476e,False,boxmot/appearance/backbones/__init__.py
7537b086369f1bb6aac05f0f56710f404ad29dee,fix loading,afaa5d0da4fbd3c54bc7bcff2fc4a35b81a07e7f,False,examples/detectors/yolox.py;examples/track.py
bd1c036e5c35349f0129436b8a0f0aa5afa11a71,fix num class setting for yolox crowdhuman models,7537b086369f1bb6aac05f0f56710f404ad29dee,False,examples/detectors/yolox.py
96c63bfcd71a596a5ed05b2f44e9643b43209edb,fix ci,5374eb7909beb53cb7c107944e375d1bde1b4ee9,False,boxmot/appearance/reid_export.py
b5a11fe6a7d9a121f8f1139233669f0a342ecee6,"Merge pull request #1067 from mikel-brostrom/fix-yolox-loading

Fix yolox custom model loading",d1761476745628070bdcfc0a79db08aca6aa2b6a;96c63bfcd71a596a5ed05b2f44e9643b43209edb,True,boxmot/__init__.py;boxmot/appearance/backbones/__init__.py;boxmot/appearance/reid_export.py;boxmot/appearance/reid_multibackend.py;examples/detectors/__init__.py;examples/detectors/yolox.py;examples/track.py
9849eda5aaa15dc9a215d0bb105efb8c2cad8d1b,fix custom yolo_nas model loading,0e93aa0c074171e26c5b412535ead5bcc92d33f4,False,examples/detectors/yolonas.py;examples/detectors/yolox.py
4e7b655d72d914f33ff3341ef7a9e555f264b160,"Merge pull request #1068 from mikel-brostrom/yolo-nas

fix super-gradients custom model load",b5a11fe6a7d9a121f8f1139233669f0a342ecee6;9849eda5aaa15dc9a215d0bb105efb8c2cad8d1b,True,examples/detectors/yolo_interface.py;examples/detectors/yolonas.py;examples/detectors/yolox.py
cd92cfc288554a3526c8f7796288ae5bdde826a6,assert output dim[1] 8 instead of 7,5306f83294db2c43d1df6e361e0762e4040247ec,False,tests/test_python.py
d93b2373820100db23d8ff8a9413532246ac206b,fix det ind,59ceb83beb368ead82d92d1f77710719c6140b5e,False,boxmot/trackers/botsort/bot_sort.py
34b63a25914f4ecf41a95bcfa5ac7d0e899d9557,fix det_ind output,b2e39ed191dccce381445f9ab21061d9395e6390,False,boxmot/trackers/strongsort/sort/detection.py;boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/sort/tracker.py;boxmot/trackers/strongsort/strong_sort.py
14964807dea585fd841ec05925926f668fa72704,fix det ind passing to tracker,cf0bc42cd7c4922d76a8a0ed4e21a9f78b85bd6c,False,boxmot/trackers/ocsort/ocsort.py
f29cdf01b4ac43ecabd46337a3ba5af51265d2f3,fix bytetrack,ec55041a8864aa0a26f0c60baf6572c0a052656d,False,boxmot/trackers/bytetrack/byte_tracker.py;boxmot/utils/matching.py;boxmot/utils/ops.py
7f3eaf7c63b6b5c56126042cff7ddb7c92027d86,fix bytetrack,f29cdf01b4ac43ecabd46337a3ba5af51265d2f3,False,boxmot/trackers/bytetrack/byte_tracker.py
6329bb88d219aefa194e32764bdac731a1c8e823,fix botsort,9e45c7f0f673d1dbdf63ae92a1e214a7c49b4696,False,boxmot/trackers/botsort/bot_sort.py
31e0754844a31afd03f736a7a7368592f8277d0f,fix wrong shapes,9e45c7f0f673d1dbdf63ae92a1e214a7c49b4696,False,boxmot/utils/__init__.py
2502d415632bf462f87b545d42b057e1b9697224,fix wrong shapes,31e0754844a31afd03f736a7a7368592f8277d0f,False,boxmot/utils/__init__.py
e9f50515bdb534fded939e870efb689818beeba6,"Merge pull request #1084 from mikel-brostrom/fix-per-class-tracking

Fix per class tracking",7153ea3a40adf07e1ca91cd4ec6363e174d4b853;2502d415632bf462f87b545d42b057e1b9697224,True,boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/utils/__init__.py;boxmot/utils/ops.py
ee2797c119dd275690e10acab0d610a32f7d3015,fix,b4e3ce9bae1532b06ab26a86dceacc73185fd032,False,boxmot/__init__.py;boxmot/motion/kalman_filters/adapters/hybridsort_kf_adapter.py;boxmot/tracker_zoo.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/utils/association.py
